"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS13.1",4.23901578631376e-08,0.270641759824553,0.914,0.786,0.00101401496624411,"6","RPS13"
"RASSF2",7.99502759709662e-08,0.251911377404997,0.761,0.592,0.00191249055150148,"6","RASSF2"
"RPS24.1",9.33781422928126e-08,0.260875791149779,0.785,0.633,0.00223369854178637,"6","RPS24"
"SORL1",1.30999447559305e-07,0.252400692376016,0.56,0.382,0.00313363778506614,"6","SORL1"
"GSTP1.1",1.61933458631066e-07,0.273946743072958,0.78,0.639,0.00387361026391374,"6","GSTP1"
"MT-ND1",1.62380866097502e-07,0.257054418059008,0.99,0.955,0.00388431269791835,"6","MT-ND1"
"DDX5",3.23552255212225e-07,-0.292556824738496,0.77,0.845,0.00773969349693164,"6","DDX5"
"UTRN.1",4.0332501483168e-07,-0.366821804247151,0.378,0.518,0.00964793767978863,"6","UTRN"
"ALDOA.1",4.82634373379443e-07,0.252224880006892,0.799,0.679,0.0115450968456097,"6","ALDOA"
"ANXA2",5.74209349140092e-07,0.251413525862063,0.804,0.673,0.0137356618407801,"6","ANXA2"
"SOD2.1",1.32084726343862e-06,0.259939175596758,0.737,0.558,0.0315959873887152,"6","SOD2"
"PTPRC.4",1.48549272936212e-06,-0.328886150201742,0.89,0.928,0.0355344715790712,"6","PTPRC"
"RNA18S5.2",1.60748086822039e-06,-0.270382203723403,1,1,0.0384525498487,"6","RNA18S5"
"IL17RA.2",1.84376913683571e-06,0.256360518201349,0.636,0.497,0.0441048015222469,"6","IL17RA"
"LYN.6",3.00100402472997e-06,-0.433632900208569,0.66,0.709,0.0717870172755656,"6","LYN"
"RPS19.4",1.3660564855359e-05,-0.379768091797998,0.756,0.782,0.326774371905043,"6","RPS19"
"JAK1",0.000118614169699842,-0.272851063184486,0.402,0.513,1,"6","JAK1"
"RNF213.1",0.000866415870368635,-0.264824582719767,0.574,0.632,1,"6","RNF213"
"HLA-DPB1.3",0.00117883130567752,-0.560335584519948,0.66,0.678,1,"6","HLA-DPB1"
"PTP4A2.5",0.00148589981576031,-0.25212682280171,0.761,0.767,1,"6","PTP4A2"
"TNFRSF1B.5",0.00375461000900632,-0.26570949453617,0.856,0.845,1,"6","TNFRSF1B"
"S100A8.6",3.09936500096356e-93,1.69944702329234,1,0.635,7.41399101880493e-89,"7","S100A8"
"S100A9.5",1.99682790672256e-89,1.67523307524096,1,0.747,4.77661203567103e-85,"7","S100A9"
"S100A12.2",3.2981908962003e-55,0.982064750198592,0.734,0.262,7.88960244280075e-51,"7","S100A12"
"MNDA.4",5.03577526260969e-28,0.625093507007395,0.93,0.67,1.20460780056886e-23,"7","MNDA"
"VCAN.5",2.07892835895929e-27,0.623962614492047,0.99,0.665,4.97300452746651e-23,"7","VCAN"
"HLA-DPA1.5",9.23652550733562e-27,-1.02986038375014,0.417,0.74,2.20946926660975e-22,"7","HLA-DPA1"
"PLBD1.2",2.07736590826272e-22,0.610887150605847,0.673,0.372,4.96926698915526e-18,"7","PLBD1"
"CD14.5",1.21403003643963e-21,0.554721771992497,0.834,0.499,2.90408125016723e-17,"7","CD14"
"RGS2.4",2.08446046143859e-21,0.579636216621408,0.884,0.697,4.98623786980725e-17,"7","RGS2"
"FCN1.6",6.15266534061314e-20,0.499358604365561,0.98,0.818,1.47177907612807e-15,"7","FCN1"
"LYZ.5",1.77477054092101e-18,0.439226259234284,0.995,0.819,4.24542861093715e-14,"7","LYZ"
"ITGAM.1",3.34134268587781e-18,0.451579747475677,0.593,0.312,7.99282583888832e-14,"7","ITGAM"
"SELL.2",1.57936506803663e-17,0.517334269215732,0.658,0.383,3.77799917925041e-13,"7","SELL"
"TSPO.3",2.40672348183993e-17,0.466114135753428,0.839,0.621,5.7571232409093e-13,"7","TSPO"
"MS4A6A.3",6.25155722524665e-16,0.433505075810195,0.754,0.451,1.49543500385125e-11,"7","MS4A6A"
"FOS.7",1.26272481255379e-15,0.432337327569561,0.99,0.852,3.02056402410993e-11,"7","FOS"
"S100A6.2",2.346636424396e-15,0.412706578938255,0.889,0.76,5.61338899079766e-11,"7","S100A6"
"CTSD.2",4.86070064648554e-15,0.399774733233905,0.683,0.417,1.16272820164581e-10,"7","CTSD"
"NAP1L1.6",1.3710261509951e-14,-0.715973792757257,0.432,0.634,3.27963165579537e-10,"7","NAP1L1"
"CSF1R.7",3.26716738162383e-14,-0.636318907083898,0.357,0.588,7.81539109358237e-10,"7","CSF1R"
"ITGA4.2",2.39651880498164e-13,-0.464290611462747,0.246,0.506,5.73271263339658e-09,"7","ITGA4"
"JUN.5",2.8177714237132e-13,0.457284578791629,0.709,0.45,6.74039102266434e-09,"7","JUN"
"PGD.1",2.90911773774511e-13,0.367421001277191,0.603,0.353,6.95890054046007e-09,"7","PGD"
"APLP2.4",2.9605586492199e-13,0.419885605296741,0.935,0.832,7.08195234479891e-09,"7","APLP2"
"HLA-DPB1.4",3.77503082431626e-13,-0.82351786741758,0.467,0.691,9.03025123484693e-09,"7","HLA-DPB1"
"TALDO1.3",4.96772420178676e-13,0.361510805773063,0.698,0.465,1.18832930630941e-08,"7","TALDO1"
"METTL9.1",1.66083199403181e-12,0.323143095296961,0.543,0.312,3.97287621292348e-08,"7","METTL9"
"CSF3R.3",2.5207428528321e-12,0.394868867584877,0.593,0.374,6.02986897825966e-08,"7","CSF3R"
"SERPINB1.1",2.60634746852525e-12,0.340357934040222,0.663,0.42,6.23464377945926e-08,"7","SERPINB1"
"MEGF9.4",3.22325438697217e-12,0.39004622605608,0.693,0.469,7.71034681907613e-08,"7","MEGF9"
"VIM.4",3.76264670036795e-12,0.358997463004249,0.99,0.905,9.00062717195017e-08,"7","VIM"
"RPS19.5",4.93571801335992e-12,-0.552906746226794,0.698,0.785,1.18067310597583e-07,"7","RPS19"
"FOSB.5",1.62221058714057e-11,0.410031209644395,0.688,0.471,3.88048994549897e-07,"7","FOSB"
"FPR1.1",3.50864119854192e-11,0.368460033929594,0.558,0.357,8.39302061103213e-07,"7","FPR1"
"GRN.4",5.78637449850245e-11,0.35750347130436,0.864,0.693,1.38415864378677e-06,"7","GRN"
"TPT1.3",7.65376567568945e-11,0.321499422322464,1,0.969,1.83085728728167e-06,"7","TPT1"
"NCF1.2",9.76111891999779e-11,0.326792931270775,0.533,0.312,2.33495725685267e-06,"7","NCF1"
"IGF2R.1",1.02216280193659e-10,0.357699335244819,0.513,0.304,2.44511563851251e-06,"7","IGF2R"
"CD36.3",2.27670760137692e-10,0.289993341866736,0.613,0.379,5.44611225325372e-06,"7","CD36"
"NCF2.4",2.59147595543681e-10,0.331373257710496,0.905,0.77,6.1990696330004e-06,"7","NCF2"
"IL17RA.3",4.48388205722961e-10,0.367702889872372,0.668,0.495,1.0725894269099e-05,"7","IL17RA"
"GPX1.3",4.59102714199813e-10,0.324917078999617,0.754,0.547,1.09821960263737e-05,"7","GPX1"
"PPP1R15A.3",1.04960738080109e-09,0.418547197677927,0.729,0.582,2.51076581561428e-05,"7","PPP1R15A"
"RPLP1.3",1.24816556920037e-09,0.343551972220485,0.915,0.797,2.9857368580842e-05,"7","RPLP1"
"PKM.3",1.59744373865818e-09,0.326363921777386,0.779,0.637,3.82124516724424e-05,"7","PKM"
"USP15.1",1.6628082213426e-09,0.309773526420116,0.648,0.448,3.97760354627363e-05,"7","USP15"
"SRGN.4",2.23624775837709e-09,0.315277629840232,0.93,0.804,5.34932826281383e-05,"7","SRGN"
"CDC42EP3",2.45382116878931e-09,0.267727467214522,0.523,0.324,5.86978561786092e-05,"7","CDC42EP3"
"MAP4K4",2.70202505754502e-09,0.279163804427521,0.503,0.312,6.46351414015345e-05,"7","MAP4K4"
"TKT.3",3.23672322000457e-09,0.287427397404224,0.945,0.833,7.74256561457292e-05,"7","TKT"
"ALDH2.2",3.44881390739944e-09,0.2810374415138,0.623,0.412,8.24990774789021e-05,"7","ALDH2"
"PTPRC.5",4.91737623705683e-09,-0.388717347677239,0.905,0.927,0.000117628556966637,"7","PTPRC"
"TXNIP.2",6.33217411328935e-09,-0.388075277348131,0.899,0.944,0.000151471936963995,"7","TXNIP"
"IER2.1",1.10137615401758e-08,0.370339173858088,0.638,0.473,0.000263460189802546,"7","IER2"
"CD74.3",1.18901934638058e-08,-0.575035535536339,0.884,0.945,0.000284425317847698,"7","CD74"
"AMICA1.3",7.75189657699887e-08,0.289053362867084,0.789,0.619,0.0018543311801839,"7","AMICA1"
"DAZAP2",1.03246851447063e-07,0.261884187609697,0.724,0.561,0.0024697679334652,"7","DAZAP2"
"GMFG",1.46118303516075e-07,0.290674841714631,0.643,0.495,0.00349529593840803,"7","GMFG"
"WARS.5",1.6803307041807e-07,-0.385809475874716,0.347,0.524,0.00401951907747066,"7","WARS"
"LYN.7",2.01838898724704e-07,-0.473920739931548,0.638,0.71,0.00482818829639364,"7","LYN"
"UTRN.2",2.03497803719582e-07,-0.367602543053027,0.357,0.518,0.00486787096277613,"7","UTRN"
"ITGAL.3",4.55317148344894e-07,-0.355561580199796,0.347,0.502,0.0108916415055582,"7","ITGAL"
"PTAFR.2",1.20995657849442e-06,0.253275875418784,0.543,0.369,0.0289433713141651,"7","PTAFR"
"SERF2",1.30945546916658e-06,0.269249277302446,0.779,0.649,0.0313234842779339,"7","SERF2"
"TYROBP.4",2.57981929930953e-06,0.26778956143467,0.97,0.906,0.0617118574587834,"7","TYROBP"
"RCSD1.1",3.86269091107458e-06,0.272577945515855,0.658,0.545,0.092399429283815,"7","RCSD1"
"DDX5.1",5.10423353520752e-06,-0.269934481996329,0.774,0.844,0.122098370395699,"7","DDX5"
"TNFRSF1B.6",8.29991118976156e-06,-0.349768875485036,0.799,0.849,0.198542175570286,"7","TNFRSF1B"
"ANXA1.3",1.00585459417806e-05,0.298094681834497,0.809,0.69,0.240610477473333,"7","ANXA1"
"CCNL1",1.27165624404336e-05,0.262278295255851,0.648,0.527,0.304192890137613,"7","CCNL1"
"LRRK2.1",2.23429851351842e-05,0.2816344305725,0.583,0.457,0.534466547418742,"7","LRRK2"
"FYB.1",2.75000708400131e-05,0.279844752157904,0.729,0.62,0.657829194563954,"7","FYB"
"CAST.1",2.79304383299181e-05,0.257841402258958,0.648,0.538,0.668124015289972,"7","CAST"
"HLA-DRA.3",3.63469901353021e-05,-0.54265421318202,0.809,0.858,0.86945635102656,"7","HLA-DRA"
"HLA-DRB1.3",3.88559937364957e-05,-0.506415580649202,0.829,0.864,0.929474226170715,"7","HLA-DRB1"
"HLA-DRB5.2",0.00932303895930267,-0.25585399528864,0.422,0.509,1,"7","HLA-DRB5"
"FCGR3A.1",2.9766071843209e-96,1.74432476327848,0.985,0.344,7.12034204561402e-92,"8","FCGR3A"
"FCGR3B.1",1.07383702898468e-91,1.13457324168009,0.888,0.243,2.56872555703424e-87,"8","FCGR3B"
"CDKN1C.1",1.6108329485056e-80,0.974302393233198,0.807,0.205,3.85327349612024e-76,"8","CDKN1C"
"LYZ.6",5.20821770678945e-70,-2.53979608357845,0.386,0.86,1.24585775764111e-65,"8","LYZ"
"VCAN.6",8.04510365967398e-59,-2.51040257042091,0.122,0.723,1.92446924643061e-54,"8","VCAN"
"S100A8.7",1.17291021750955e-53,-2.43173710844183,0.117,0.694,2.80571853130458e-49,"8","S100A8"
"NAP1L1.7",1.18062578947977e-52,0.941381737774671,0.944,0.6,2.82417495101457e-48,"8","NAP1L1"
"S100A9.6",1.97713188079955e-52,-2.6455843807731,0.386,0.788,4.72949717206061e-48,"8","S100A9"
"FOS.8",1.27611844031216e-49,-1.41461760479172,0.558,0.881,3.05260292107072e-45,"8","FOS"
"MS4A7.1",7.0654999043232e-49,0.910726198229933,0.898,0.445,1.69013823211315e-44,"8","MS4A7"
"LYN.8",9.3293759326324e-49,0.905401880226917,0.959,0.689,2.231680016845e-44,"8","LYN"
"RHOC.1",1.9097100392965e-48,0.654526906413929,0.624,0.194,4.56821738500115e-44,"8","RHOC"
"CSF1R.8",2.39538165304628e-48,0.889837556558963,0.914,0.551,5.729992452252e-44,"8","CSF1R"
"SPN.1",6.04514402287739e-45,0.775651649627143,0.868,0.401,1.4460589017125e-40,"8","SPN"
"SIGLEC10.1",2.17340372273564e-44,0.760819992222304,0.751,0.306,5.19899904515592e-40,"8","SIGLEC10"
"TCF7L2.1",1.79400652794727e-43,0.668617133612804,0.609,0.202,4.29144301550268e-39,"8","TCF7L2"
"LST1.6",3.22226584732719e-42,0.794171940789173,0.954,0.707,7.70798213339137e-38,"8","LST1"
"MTSS1.1",5.82151892161045e-41,0.651789840023741,0.65,0.236,1.39256554123844e-36,"8","MTSS1"
"PTPRC.6",2.28434703791638e-39,0.685762670843167,0.995,0.921,5.46438654939977e-35,"8","PTPRC"
"RPS19.6",4.43326771096925e-38,0.758666190479706,0.98,0.767,1.06048196914095e-33,"8","RPS19"
"PSAP.3",9.7939680610115e-37,0.435513256726798,1,0.998,2.34281509987456e-32,"8","PSAP"
"CD14.6",3.48325254173958e-36,-1.04744208583462,0.061,0.55,8.33228840509525e-32,"8","CD14"
"IFITM2.1",1.17585056296835e-35,0.691743003783916,0.736,0.345,2.8127521316766e-31,"8","IFITM2"
"RP11-290F20.3.1",1.80948196576995e-35,0.602979183866492,0.645,0.257,4.32846181031829e-31,"8","RP11-290F20.3"
"FCN1.7",1.5474765876652e-34,-1.11795154331298,0.604,0.843,3.70171874535393e-30,"8","FCN1"
"TNFRSF1B.7",2.49211530261004e-34,0.678770989732354,0.98,0.837,5.96138901537347e-30,"8","TNFRSF1B"
"PAG1.1",6.21867746920611e-34,0.694356803409247,0.599,0.246,1.48756983740879e-29,"8","PAG1"
"IFITM3.1",1.36557575577034e-32,0.621857542346382,0.68,0.299,3.26659376537823e-28,"8","IFITM3"
"HLA-E.5",5.8911096719251e-31,0.567422426470962,0.995,0.978,1.4092123446212e-26,"8","HLA-E"
"GRN.5",1.02959176104649e-30,-0.823336773748491,0.36,0.727,2.46288645159931e-26,"8","GRN"
"SLC44A2",2.4483046648651e-30,0.50856025796111,0.589,0.233,5.85658958882379e-26,"8","SLC44A2"
"UNC119",7.06098817610571e-30,0.495975871368158,0.548,0.212,1.68905898160625e-25,"8","UNC119"
"GPX1.4",1.16123927531739e-28,-0.76510896787053,0.178,0.585,2.77780047048673e-24,"8","GPX1"
"MNDA.5",2.14807673269165e-28,-0.89580745574785,0.365,0.707,5.13841435227169e-24,"8","MNDA"
"PIK3AP1.1",5.1377879622438e-27,0.578272120769407,0.802,0.464,1.22901025844834e-22,"8","PIK3AP1"
"PTP4A2.6",1.28240234804472e-24,0.602614573025173,0.914,0.757,3.06763465675776e-20,"8","PTP4A2"
"FOSB.6",7.22465137081717e-24,-0.765368598537924,0.142,0.508,1.72820885441318e-19,"8","FOSB"
"SERPINA1.4",3.67359189961371e-23,0.558467118407772,0.883,0.675,8.78759918306595e-19,"8","SERPINA1"
"COTL1.5",7.77856355139481e-23,0.486683054222276,0.985,0.89,1.86071018712915e-18,"8","COTL1"
"EMR2",2.25660976018769e-22,0.412730340491384,0.548,0.242,5.39803620734497e-18,"8","EMR2"
"MYOF",3.10286791312326e-22,0.433715474070177,0.508,0.217,7.42237033498216e-18,"8","MYOF"
"ITGAL.4",4.3510130867733e-22,0.537558067042879,0.772,0.474,1.04080584048704e-17,"8","ITGAL"
"MSN.2",7.65009348562693e-22,0.521066482830177,0.934,0.785,1.82997886269682e-17,"8","MSN"
"LILRB1.1",8.24952331495021e-22,0.577691470035452,0.66,0.368,1.97336847216924e-17,"8","LILRB1"
"AIF1.5",1.31151078906583e-21,0.516915419948744,0.97,0.833,3.13726495852436e-17,"8","AIF1"
"LILRB2.4",2.06447483036246e-21,0.512933764784973,0.848,0.58,4.93843024171005e-17,"8","LILRB2"
"VASP.4",1.39512533259389e-20,0.526946467111895,0.777,0.529,3.33727930809783e-16,"8","VASP"
"MYL6.3",1.46904271563354e-20,0.487341155222257,0.964,0.838,3.514097080067e-16,"8","MYL6"
"RASSF5.1",3.92365701969015e-20,0.494769127433298,0.731,0.445,9.3857799568008e-16,"8","RASSF5"
"LYST.3",6.50257612882153e-20,0.553946783069451,0.832,0.633,1.5554812357754e-15,"8","LYST"
"CAP1.6",8.19116660811748e-20,0.496269528862845,0.909,0.772,1.95940896432778e-15,"8","CAP1"
"FCER1G.4",9.5055930267164e-20,0.481097488015599,0.838,0.578,2.27383290792083e-15,"8","FCER1G"
"AMICA1.4",8.52781378818522e-19,-0.614115310053652,0.36,0.647,2.03993833627179e-14,"8","AMICA1"
"POU2F2.2",1.1026568282499e-18,0.495876876957656,0.772,0.502,2.6376653988566e-14,"8","POU2F2"
"NFKBIZ.1",1.26508071016773e-18,0.510360311950125,0.701,0.421,3.02619956679222e-14,"8","NFKBIZ"
"WARS.6",1.67140008481576e-18,0.520422044266674,0.766,0.496,3.99815614288777e-14,"8","WARS"
"PTPN6.3",2.10544417100149e-18,0.488179744458657,0.766,0.507,5.03643300145267e-14,"8","PTPN6"
"ARPC2.2",2.63308052182135e-18,0.460013344422245,0.904,0.805,6.29859191624884e-14,"8","ARPC2"
"ANXA1.4",3.78242904004409e-18,-0.664462401634655,0.477,0.712,9.04794850668948e-14,"8","ANXA1"
"TMPO",1.03197109351168e-17,0.446031869383357,0.523,0.268,2.4685780527893e-13,"8","TMPO"
"MAFB.1",4.24040656681548e-17,0.509540741803946,0.695,0.434,1.01434765484793e-12,"8","MAFB"
"PGK1.3",7.21846781959616e-17,0.442253444422941,0.832,0.588,1.7267296871256e-12,"8","PGK1"
"MBD2.1",8.32070882161419e-17,0.395106225056469,0.675,0.398,1.99039675721833e-12,"8","MBD2"
"LRRC25.1",8.45012102272576e-17,0.397438951699134,0.609,0.34,2.02135344984623e-12,"8","LRRC25"
"C5AR1",8.45780892218003e-17,0.440668947708668,0.665,0.381,2.02319247227468e-12,"8","C5AR1"
"TPM3.2",8.49617464905988e-17,0.467536621530634,0.914,0.783,2.03236993780161e-12,"8","TPM3"
"SNX18",1.32422705836165e-16,0.440360787712189,0.589,0.324,3.16768354630691e-12,"8","SNX18"
"RPLP1.4",2.30077089772434e-16,-0.575624190548638,0.67,0.814,5.5036740644464e-12,"8","RPLP1"
"VIM.5",3.93787521622137e-16,-0.596562824669935,0.863,0.913,9.41979130472313e-12,"8","VIM"
"CPVL.1",4.03917954397001e-16,-0.562265965944684,0.269,0.546,9.66212138713066e-12,"8","CPVL"
"ACTB.2",4.5538293688404e-16,0.411572773329971,0.985,0.965,1.08932152332031e-11,"8","ACTB"
"UTRN.3",6.03783273783628e-16,0.432425550724235,0.741,0.493,1.44430996921782e-11,"8","UTRN"
"ACTR3.3",2.18275589333659e-15,0.428622526372794,0.792,0.576,5.22137037245046e-11,"8","ACTR3"
"CMTM6.1",2.6542022159683e-15,0.44273098796627,0.721,0.493,6.34911712081777e-11,"8","CMTM6"
"CSK",3.49072603723063e-15,0.368423066983506,0.558,0.311,8.3501657536594e-11,"8","CSK"
"ATP1A1",2.26332634423591e-14,0.399952790743194,0.563,0.324,5.41410294804671e-10,"8","ATP1A1"
"STK10.1",2.80829255359636e-14,0.384398364880568,0.69,0.443,6.71771661745785e-10,"8","STK10"
"SAT1.4",3.20090905247754e-14,0.460798090772258,0.914,0.824,7.65689454443152e-10,"8","SAT1"
"TPT1.4",3.83435493440764e-14,-0.436803231892755,0.944,0.972,9.17216043859651e-10,"8","TPT1"
"TXNIP.3",8.77000367493719e-14,0.464669520567617,0.995,0.937,2.09787257908173e-09,"8","TXNIP"
"ADRBK2",1.85729030413371e-13,0.367656790640705,0.604,0.367,4.44282413651824e-09,"8","ADRBK2"
"FLNA.1",3.00166294337848e-13,0.410167000506618,0.868,0.744,7.18027792685567e-09,"8","FLNA"
"FTL.2",4.35393979832769e-13,0.412192823296035,0.995,0.974,1.04150593915797e-08,"8","FTL"
"MAP3K1.1",7.62805649468011e-13,0.382997706414679,0.629,0.401,1.82470739409243e-08,"8","MAP3K1"
"LRRFIP1.2",1.43150741645218e-12,0.39004401774818,0.883,0.751,3.42430889089526e-08,"8","LRRFIP1"
"CEBPB",1.58126882051681e-12,0.304747255885402,0.518,0.29,3.78255314555825e-08,"8","CEBPB"
"MCL1",2.3801916432848e-12,-0.45037300185686,0.579,0.763,5.69365642990157e-08,"8","MCL1"
"ITGA4.3",4.7285181014813e-12,0.333247890633148,0.711,0.475,1.13110881505534e-07,"8","ITGA4"
"RAB10.1",4.9676783969858e-12,0.337026712310245,0.594,0.368,1.18831834934297e-07,"8","RAB10"
"SELPLG.1",5.07778635680759e-12,0.381735733305009,0.548,0.337,1.21465727441194e-07,"8","SELPLG"
"ZFAND5.2",6.09801333543501e-12,0.350461613550009,0.812,0.599,1.45870576996941e-07,"8","ZFAND5"
"APLP2.5",1.18343671918642e-11,-0.516064436352423,0.797,0.841,2.83089897596583e-07,"8","APLP2"
"HCK.1",1.58912732367616e-11,0.346508191245824,0.706,0.502,3.80135147096575e-07,"8","HCK"
"MYO1G",1.60887443428223e-11,0.329755639932602,0.558,0.343,3.84858853424651e-07,"8","MYO1G"
"MTPN.1",1.81267484319748e-11,0.351764248739969,0.553,0.341,4.3360994924127e-07,"8","MTPN"
"MT-RNR1",4.53187555085018e-11,-0.338300041981399,0.995,0.999,1.08406995051887e-06,"8","MT-RNR1"
"MACF1.1",4.9798969020754e-11,0.392123087945838,0.68,0.46,1.19124113794546e-06,"8","MACF1"
"NFKBIA.4",5.62024430633499e-11,-0.549098692508472,0.528,0.692,1.34441864051839e-06,"8","NFKBIA"
"BIN2.2",6.42234893804872e-11,0.373412509302233,0.716,0.51,1.53629008947063e-06,"8","BIN2"
"PFN1",6.89050333655097e-11,0.40880321887081,0.711,0.539,1.64827730313636e-06,"8","PFN1"
"IER5.1",9.5128874470749e-11,0.347251383320707,0.579,0.371,2.27557780621479e-06,"8","IER5"
"KCTD12.2",1.31945466758359e-10,-0.409418117345804,0.33,0.549,3.1562675103267e-06,"8","KCTD12"
"RAPGEF1",1.3213878033244e-10,0.268522659500412,0.528,0.308,3.16089176433229e-06,"8","RAPGEF1"
"ARHGDIB",1.40182589536007e-10,0.347735103372477,0.863,0.755,3.35330772429083e-06,"8","ARHGDIB"
"RNA28S5.4",1.4275064024462e-10,-0.456643246280733,1,1,3.41473806529155e-06,"8","RNA28S5"
"ACTR2.3",1.57489250113784e-10,0.365627594831626,0.883,0.76,3.76730035197183e-06,"8","ACTR2"
"PILRA",2.53618794611003e-10,0.340757621235207,0.599,0.398,6.0668151858898e-06,"8","PILRA"
"AP1S2.3",2.83709963464967e-10,-0.382909032940384,0.31,0.525,6.78662603604546e-06,"8","AP1S2"
"YBX1.2",3.02794637644978e-10,0.331326868329477,0.853,0.715,7.24315052710553e-06,"8","YBX1"
"CFL1",3.06394984409303e-10,0.313130113011854,0.898,0.751,7.32927442205494e-06,"8","CFL1"
"TSPAN14.1",4.79372593150722e-10,0.32161382343833,0.548,0.347,1.14670718007584e-05,"8","TSPAN14"
"WASF2.2",6.39408696971846e-10,0.340181809995917,0.695,0.52,1.52952954402635e-05,"8","WASF2"
"YWHAZ.1",6.61100094848791e-10,0.341584186816804,0.711,0.562,1.58141753688779e-05,"8","YWHAZ"
"HLA-DRA.4",7.11345623171827e-10,-0.700973043534717,0.777,0.86,1.70160986518933e-05,"8","HLA-DRA"
"KLF2",7.24719083746848e-10,0.296239668958051,0.508,0.309,1.73360052023083e-05,"8","KLF2"
"WSB1",1.0648155633523e-09,0.351443952845017,0.558,0.372,2.54714530909504e-05,"8","WSB1"
"ATG3",1.17028974913447e-09,0.307885295061599,0.528,0.329,2.79945010890457e-05,"8","ATG3"
"TNFAIP2.2",1.33706099850936e-09,-0.399553864668955,0.497,0.654,3.19838361453424e-05,"8","TNFAIP2"
"CIRBP",1.56338679972937e-09,0.267161636801166,0.523,0.319,3.73977756363264e-05,"8","CIRBP"
"SYNGR2",1.77255037841827e-09,0.345004777560372,0.594,0.414,4.24011776021435e-05,"8","SYNGR2"
"MYD88",2.53014698301224e-09,0.317573401299346,0.533,0.35,6.05236459806357e-05,"8","MYD88"
"EZR.1",3.5770214789674e-09,0.30437187346124,0.569,0.362,8.55659307983791e-05,"8","EZR"
"CAPZB",4.7662280863678e-09,0.29120989321524,0.65,0.455,0.000114012942054004,"8","CAPZB"
"AGPAT3",8.92387757209312e-09,0.262077733200509,0.579,0.382,0.00021346807540204,"8","AGPAT3"
"JAK1.1",1.14793956664622e-08,0.302531595608944,0.675,0.494,0.000274598623737443,"8","JAK1"
"HNRNPA2B1.1",1.38909043059645e-08,0.303418902007584,0.898,0.793,0.000332284321902977,"8","HNRNPA2B1"
"PPP1R15A.4",1.5364346015535e-08,-0.35358495001561,0.391,0.605,0.000367530521037613,"8","PPP1R15A"
"WDR1.1",2.22670931562593e-08,0.26024678796975,0.569,0.376,0.000532651135390879,"8","WDR1"
"PLXNC1",2.28010771263903e-08,0.284528552510287,0.599,0.405,0.000545424565940384,"8","PLXNC1"
"RPLP0.3",2.38227940657686e-08,-0.426300830646159,0.64,0.736,0.00056986505684725,"8","RPLP0"
"TSC22D3",2.54632958411505e-08,0.329768379977423,0.675,0.518,0.000609107499816161,"8","TSC22D3"
"PRKCB",2.55382714012786e-08,0.36071364312727,0.68,0.522,0.000610900990189986,"8","PRKCB"
"HLA-A.4",2.73652519050576e-08,-0.300934626039608,0.924,0.949,0.000654604190820884,"8","HLA-A"
"SSH2",3.77686000501825e-08,0.306131922386473,0.543,0.373,0.000903462681800415,"8","SSH2"
"ELF1",4.55883976733704e-08,0.280797610930279,0.523,0.353,0.00109052006074469,"8","ELF1"
"IL17RA.4",4.97991612923582e-08,-0.329186665398856,0.34,0.517,0.0011912457372745,"8","IL17RA"
"AHNAK.2",6.42466821558042e-08,-0.356051125803366,0.929,0.976,0.00153684488384899,"8","AHNAK"
"CFD.2",6.7070017791874e-08,0.296994035792734,0.69,0.53,0.00160438189559942,"8","CFD"
"RNA18S5.3",6.78335899290261e-08,-0.299730032689472,1,1,0.00162264730469223,"8","RNA18S5"
"HLA-DRB1.4",7.82368486082272e-08,-0.605291109519336,0.812,0.865,0.0018715036555574,"8","HLA-DRB1"
"DDX5.2",8.11912687311796e-08,0.259920471464447,0.929,0.834,0.00194217633931855,"8","DDX5"
"TMSB4X.1",1.3050218648904e-07,0.259377297084573,0.98,0.979,0.00312174280300432,"8","TMSB4X"
"CD74.4",1.51036360131871e-07,-0.56697340981107,0.944,0.941,0.00361294077071448,"8","CD74"
"ZFP36L2.1",3.02728706712523e-07,-0.343023504752933,0.431,0.584,0.00724157339327027,"8","ZFP36L2"
"MT-CYB",3.21241635117682e-07,0.270696733487706,0.949,0.928,0.00768442115365008,"8","MT-CYB"
"MAPK1",5.76623488691498e-07,0.28127880334373,0.513,0.352,0.0137934104729893,"8","MAPK1"
"CUX1",1.28313214445084e-06,0.269668891572942,0.513,0.365,0.0306938040274085,"8","CUX1"
"SOD2.2",1.72787001556337e-06,0.287960714204625,0.706,0.561,0.0413323786422914,"8","SOD2"
"PLEK.1",1.79569856747394e-06,0.276868916502635,0.782,0.638,0.0429549054325442,"8","PLEK"
"DOCK8",1.92030839526247e-06,0.262092793520607,0.655,0.503,0.0459356971230736,"8","DOCK8"
"SEPT9.1",2.03483015013907e-06,0.265197167438222,0.619,0.473,0.0486751720214767,"8","SEPT9"
"BCAS4.2",2.13269167350536e-06,0.298921738548883,0.685,0.545,0.0510161175219217,"8","BCAS4"
"ARHGAP4",2.15276542924195e-06,0.285302910415687,0.503,0.363,0.0514963018328967,"8","ARHGAP4"
"HCLS1",2.23066615787101e-06,0.291907359821776,0.772,0.636,0.0533597651624323,"8","HCLS1"
"PLXNB2",3.74216059831848e-06,0.277297634939632,0.523,0.393,0.0895162236723763,"8","PLXNB2"
