"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TXNIP.2",7.37107415676198e-11,0.412308271192513,0.972,0.939,1.76323464903903e-06,"4","TXNIP"
"NAMPT",8.68252953651699e-11,0.324673806372514,0.557,0.328,2.07694789043023e-06,"4","NAMPT"
"PFN1",8.80963330284286e-11,0.363158627697268,0.727,0.539,2.10735238237304e-06,"4","PFN1"
"RPLP1.4",9.31554812950164e-11,-0.451772828399714,0.693,0.811,2.22837226805809e-06,"4","RPLP1"
"MYD88",9.83689948942665e-11,0.293493004417146,0.58,0.349,2.35308472686575e-06,"4","MYD88"
"RNA18S5.1",1.06518467124851e-10,-0.371181759101496,1,1,2.54802825209356e-06,"4","RNA18S5"
"GNS",1.50027361811724e-10,0.346761415489162,0.688,0.47,3.58880452189824e-06,"4","GNS"
"TCIRG1",1.51067963136342e-10,0.283561628135348,0.54,0.311,3.61369674618443e-06,"4","TCIRG1"
"WASF2.1",1.60847008257957e-10,0.334984247712809,0.716,0.52,3.84762128453859e-06,"4","WASF2"
"ATG3",2.38532915571213e-10,0.268161534841603,0.568,0.328,5.70594587337897e-06,"4","ATG3"
"RNASET2",2.46769000849442e-10,0.372524696030199,0.682,0.491,5.90296126931951e-06,"4","RNASET2"
"SYNGR2",3.49970026269608e-10,0.351447519738886,0.619,0.413,8.37163299839529e-06,"4","SYNGR2"
"BIN2.2",3.62638287584593e-10,0.367193001276094,0.716,0.512,8.67467047731106e-06,"4","BIN2"
"ZNF217",3.79344569165998e-10,0.345431035147924,0.506,0.298,9.07430143901985e-06,"4","ZNF217"
"RXRA",5.50531080367945e-10,0.335134771479536,0.648,0.449,1.31692539734816e-05,"4","RXRA"
"VIM.4",5.63342947494827e-10,-0.478090398318676,0.886,0.912,1.34757266470238e-05,"4","VIM"
"MT-CO2",6.0090075342125e-10,0.323710833780862,1,0.981,1.43741469225897e-05,"4","MT-CO2"
"SEPT9.1",6.23378643325434e-10,0.35261531909163,0.665,0.471,1.49118405269877e-05,"4","SEPT9"
"PRKCB",6.61234323858386e-10,0.380125147292275,0.716,0.521,1.58173862610165e-05,"4","PRKCB"
"ZFAND5.1",7.55711348881187e-10,0.373458395527444,0.773,0.603,1.80773711765869e-05,"4","ZFAND5"
"YBX1",1.37128089548428e-09,0.342464081817053,0.864,0.715,3.28024103008794e-05,"4","YBX1"
"TUBA1A",1.56841303580138e-09,0.329839979190687,0.71,0.511,3.75180082294048e-05,"4","TUBA1A"
"WSB1",2.0119464473288e-09,0.331882905139653,0.568,0.373,4.81277709665523e-05,"4","WSB1"
"AGPAT3",2.54416953800132e-09,0.321446795453077,0.591,0.383,6.08590795185295e-05,"4","AGPAT3"
"TMSB4X",3.02505640067035e-09,0.297213339025375,0.966,0.98,7.23623741604355e-05,"4","TMSB4X"
"TPT1.4",3.18612242439663e-09,-0.332801318750902,0.966,0.971,7.62152345139918e-05,"4","TPT1"
"LRRFIP1.1",3.36721541619539e-09,0.354604443182097,0.886,0.752,8.05471599708098e-05,"4","LRRFIP1"
"RALB",4.01527133820209e-09,0.294936087072741,0.528,0.324,9.60493056811322e-05,"4","RALB"
"ITGB1",5.23537299438694e-09,0.269910674438516,0.506,0.305,0.00012523535739873,"4","ITGB1"
"POU2F2.2",6.60648249269781e-09,0.33872942514933,0.71,0.508,0.000158033667707824,"4","POU2F2"
"RGS19",6.61703233528537e-09,0.328074302730136,0.562,0.373,0.000158286030492361,"4","RGS19"
"BID",7.89807125138522e-09,0.272387708329529,0.511,0.308,0.000188929762404386,"4","BID"
"ARHGAP30",8.96230278406253e-09,0.301854668155681,0.807,0.643,0.00021438724489756,"4","ARHGAP30"
"PLEK",9.56753890232709e-09,0.320623500714236,0.79,0.639,0.000228865098082566,"4","PLEK"
"APLP2.4",1.38409608287777e-08,-0.458195169689384,0.778,0.842,0.000331089623985192,"4","APLP2"
"CD97",1.56325036465114e-08,0.326787094746189,0.511,0.332,0.000373945119728199,"4","CD97"
"CPVL.2",2.16741029498876e-08,-0.4071268868283,0.341,0.54,0.000518466216664261,"4","CPVL"
"RAC2",2.38769351014502e-08,0.267822584631312,0.562,0.361,0.000571160164561791,"4","RAC2"
"TSC22D3",2.6381194113502e-08,0.290586049805074,0.727,0.517,0.000631064544389082,"4","TSC22D3"
"SSH2",2.76130068894469e-08,0.301633952876531,0.568,0.373,0.000660530737802458,"4","SSH2"
"MCL1",2.80871963851559e-08,-0.379001148633106,0.631,0.759,0.000671873824729315,"4","MCL1"
"MACF1.1",2.82530841171222e-08,0.402185783824845,0.665,0.463,0.00067584202516568,"4","MACF1"
"ACTR3.1",3.23580786115407e-08,0.284268734580266,0.761,0.579,0.000774037598466664,"4","ACTR3"
"NACA",3.85415785628394e-08,0.305224465523231,0.881,0.731,0.00092195310080168,"4","NACA"
"STK10",3.99652170491184e-08,0.302153609951138,0.636,0.448,0.000956007957031961,"4","STK10"
"CUX1",4.05473806310391e-08,0.295375157507579,0.545,0.364,0.000969933892075086,"4","CUX1"
"SOD2.1",5.48013260889807e-08,0.333908813417099,0.739,0.56,0.00131090252137451,"4","SOD2"
"SMAP2",6.43501722511135e-08,0.34505259771568,0.79,0.625,0.00153932047041889,"4","SMAP2"
"LMO2",6.44981043956479e-08,0.263069065590451,0.54,0.342,0.00154285915524829,"4","LMO2"
"ACTR2.1",6.56316678524518e-08,0.309235826679549,0.869,0.762,0.0015699751266985,"4","ACTR2"
"GSTP1.3",8.81549994070904e-08,-0.350983670515435,0.477,0.658,0.00210875574081701,"4","GSTP1"
"AHNAK",9.63057718646994e-08,-0.370273779723656,0.943,0.975,0.00230373036877547,"4","AHNAK"
"MAPK1",1.01728776813343e-07,0.278520440108378,0.534,0.352,0.00243345407015198,"4","MAPK1"
"ARHGDIB.1",1.14843739376172e-07,0.274273381464045,0.886,0.755,0.00274717708961742,"4","ARHGDIB"
"HCLS1",1.21878615000032e-07,0.29928712368522,0.807,0.635,0.00291545834941578,"4","HCLS1"
"MALAT1.1",1.22316291176039e-07,-0.40009927248513,1,0.999,0.00292592800122202,"4","MALAT1"
"GNB2L1.1",1.32623680725709e-07,-0.315616435396075,0.875,0.906,0.00317249106663968,"4","GNB2L1"
"DICER1",1.33519702821685e-07,0.270750332718716,0.545,0.358,0.00319392481119752,"4","DICER1"
"MT-RNR2",1.68132624536446e-07,-0.266359226317952,1,1,0.00402190051153633,"4","MT-RNR2"
"CAPZB",2.50964657048713e-07,0.268125735513052,0.631,0.458,0.00600332556126226,"4","CAPZB"
"MYL12B",2.61137715511728e-07,0.254101145654587,0.591,0.404,0.00624667529275604,"4","MYL12B"
"ARL6IP5.1",2.72043799075316e-07,0.263104124582224,0.642,0.463,0.00650755971768064,"4","ARL6IP5"
"UQCRB",2.87509516858381e-07,0.278414374701039,0.523,0.35,0.00687751515276932,"4","UQCRB"
"FLNA.1",1.088637401439e-06,0.280270222058338,0.818,0.748,0.0260412952798223,"4","FLNA"
"PLXNC1",1.21023047201319e-06,0.263649714142358,0.574,0.408,0.0289499231210276,"4","PLXNC1"
"TMEM66",1.36510914980231e-06,0.258111515150395,0.693,0.545,0.032654775972421,"4","TMEM66"
"MT-CYB.2",1.77916904550186e-06,0.262246463728918,0.955,0.928,0.0425595027374499,"4","MT-CYB"
"RPLP0.1",1.9457610828404e-06,-0.36319970398158,0.636,0.736,0.0465445508626253,"4","RPLP0"
"RNA28S5.1",2.03091591045738e-06,-0.419077160485749,1,1,0.0485815394940509,"4","RNA28S5"
"CFL1.1",2.06403583983664e-06,0.25897491233563,0.852,0.755,0.0493738013247322,"4","CFL1"
"ITGAX",2.35005222522239e-06,0.28801898046536,0.534,0.379,0.0562155992795449,"4","ITGAX"
"HLA-A.3",3.06827168272621e-06,-0.284613370510099,0.938,0.948,0.0733961269224936,"4","HLA-A"
"CD52",3.29147580316267e-06,0.279821712069647,0.665,0.508,0.0787353926874541,"4","CD52"
"PKM.3",3.56463010511134e-06,-0.341467561731667,0.568,0.65,0.0852695167443684,"4","PKM"
"AP1S2.3",4.39379678109812e-06,-0.325702366496679,0.386,0.519,0.105104012800648,"4","AP1S2"
"GDI2",4.49546671751966e-06,0.263528292791191,0.676,0.54,0.107536059349788,"4","GDI2"
"RPL22",4.73357499595771e-06,-0.27501423225402,0.386,0.565,0.113231847478304,"4","RPL22"
"CCNL1.1",4.92509448298353e-06,-0.291516112744224,0.386,0.544,0.117813185127449,"4","CCNL1"
"ATP2B1",6.66754966862658e-06,0.27017769980924,0.511,0.357,0.159494455623216,"4","ATP2B1"
"BCAS4",1.18111547973682e-05,0.272433576996515,0.676,0.547,0.282534633907844,"4","BCAS4"
"OGFRL1.3",1.53812556503809e-05,-0.290366101571306,0.375,0.52,0.367935016412762,"4","OGFRL1"
"NFKBIA.1",1.62873121071096e-05,-0.384573183562616,0.568,0.688,0.389608792914169,"4","NFKBIA"
"RPL7",2.22796988046147e-05,-0.255838110946306,0.648,0.728,0.532952675105188,"4","RPL7"
"HSP90AA1",4.06444632311724e-05,0.301473306151191,0.756,0.669,0.972256204952875,"4","HSP90AA1"
"RGS2.3",9.8075160981419e-05,-0.326879891212679,0.659,0.712,1,"4","RGS2"
"RPS3A",0.000180047406676564,-0.253053426306125,0.562,0.664,1,"4","RPS3A"
"PPP1R15A.2",0.000330164904752229,-0.258304932060775,0.472,0.598,1,"4","PPP1R15A"
"TNFAIP2.3",0.000701507119093733,-0.25351498362609,0.562,0.649,1,"4","TNFAIP2"
"HLA-DRA.3",0.00612067899121069,-0.438877096866101,0.841,0.856,1,"4","HLA-DRA"
"TMSB4X.1",6.96920257391509e-16,-0.454933968967411,0.948,0.981,1.66710294770623e-11,"5","TMSB4X"
"COTL1.2",3.35293425599071e-15,-0.53597591991864,0.786,0.902,8.02055403375538e-11,"5","COTL1"
"ACTB.1",8.77514682901831e-14,-0.458762637562342,0.913,0.969,2.09910287296947e-09,"5","ACTB"
"RPS19.5",1.18075299495264e-13,-0.572402917968371,0.561,0.793,2.8244792392262e-09,"5","RPS19"
"AHNAK.1",1.50191652871694e-13,0.433353918605717,0.994,0.972,3.59273452834378e-09,"5","AHNAK"
"MYL6.1",2.22824781692253e-13,-0.488304256980455,0.74,0.852,5.33019160286039e-09,"5","MYL6"
"LST1.3",9.66771659281717e-12,-0.537262824339525,0.566,0.731,2.31261448616779e-07,"5","LST1"
"RNA18S5.2",2.02822045217675e-11,0.362297677224658,1,1,4.851706143652e-07,"5","RNA18S5"
"HLA-DQB1",2.26576714428978e-11,0.323398982057311,0.647,0.401,5.41994158585558e-07,"5","HLA-DQB1"
"VCAN.5",2.38855279913124e-11,0.253994610284474,1,0.667,5.71365715080184e-07,"5","VCAN"
"LYN.5",4.13892622286267e-11,-0.561882680713763,0.555,0.715,9.90072541770979e-07,"5","LYN"
"OAZ1",2.37301948778205e-10,-0.3669539306662,0.861,0.933,5.67649991672345e-06,"5","OAZ1"
"PSAP.1",2.63339258106329e-10,-0.303547691343165,1,0.998,6.2993383931615e-06,"5","PSAP"
"MT-CO2.1",2.96595246870853e-10,-0.324977001881374,0.954,0.984,7.09485490039768e-06,"5","MT-CO2"
"AIF1.2",1.33697854232181e-09,-0.44596665021102,0.74,0.847,3.19818637108801e-05,"5","AIF1"
"NACA.1",6.62131687141856e-09,-0.352457001813544,0.561,0.75,0.000158388520881203,"5","NACA"
"S100A6.2",3.12541807791116e-08,-0.355236986312444,0.636,0.775,0.000747631258417128,"5","S100A6"
"PTP4A2.2",3.35170306780611e-08,-0.39420372727481,0.618,0.775,0.000801760890849901,"5","PTP4A2"
"RPL19",3.67433875467948e-08,-0.33275136803241,0.798,0.883,0.000878938573506878,"5","RPL19"
"RPS16.1",4.08993222153287e-08,-0.368155831509803,0.595,0.762,0.000978352686712878,"5","RPS16"
"NAP1L1.5",4.27926904348966e-08,-0.525668442619482,0.491,0.629,0.00102364394789316,"5","NAP1L1"
"HNRNPA2B1",1.10070671279625e-07,-0.330309554557127,0.653,0.808,0.0026330005276799,"5","HNRNPA2B1"
"RPS13.3",1.14866444724263e-07,-0.339460288099953,0.671,0.802,0.00274772022424909,"5","RPS13"
"S100A4",1.28320633487463e-07,-0.315535138806387,0.607,0.754,0.00306955787365361,"5","S100A4"
"FCER1G.2",1.4368180385408e-07,-0.353796569084259,0.434,0.603,0.00343701242999344,"5","FCER1G"
"FOS.5",2.22056658374951e-07,0.307919213633265,0.977,0.854,0.00531181732498721,"5","FOS"
"FTL.1",7.81194321770664e-07,-0.313063319166103,0.971,0.976,0.018686949371076,"5","FTL"
"TPM3.2",1.75983322716394e-06,-0.314118424992069,0.659,0.799,0.0420969706269886,"5","TPM3"
"CSF1R.4",2.32860116315989e-06,-0.386097927387575,0.434,0.581,0.0557024684239478,"5","CSF1R"
"TYROBP.4",2.85151048165775e-06,-0.302417860940236,0.85,0.913,0.0682109822317351,"5","TYROBP"
"RNA28S5.2",3.86955036852371e-06,0.354590885782461,1,1,0.0925635143654556,"5","RNA28S5"
"RPL11",7.44563850888342e-06,-0.2770450205057,0.786,0.87,0.178107118771,"5","RPL11"
"FOSB.3",1.48580036580468e-05,0.258640156263078,0.647,0.476,0.355418305504137,"5","FOSB"
"SRGN.3",1.7755180809939e-05,-0.25996180804443,0.717,0.817,0.42472168015455,"5","SRGN"
"SAT1.2",1.89966422860952e-05,-0.345356635113521,0.769,0.833,0.454418680125684,"5","SAT1"
"HLA-E.2",2.82393893863758e-05,-0.261391786412635,0.977,0.979,0.675514433511496,"5","HLA-E"
"TNFRSF1B.4",3.79383147140796e-05,-0.339159923684002,0.792,0.849,0.907522426275499,"5","TNFRSF1B"
"ACTR2.2",3.87707182355858e-05,-0.278852342037189,0.688,0.773,0.927434350913449,"5","ACTR2"
"GNAI2",3.90653537303595e-05,-0.25401210176758,0.74,0.824,0.934482326583931,"5","GNAI2"
"VASP.2",5.63039223252824e-05,-0.27181807829648,0.416,0.551,1,"5","VASP"
"YBX1.1",7.13040095579394e-05,-0.257339837780926,0.601,0.73,1,"5","YBX1"
"WARS.3",8.37316217889252e-05,-0.308430890547785,0.393,0.52,1,"5","WARS"
"RPS11.1",0.000128758357515235,-0.258221433528097,0.89,0.947,1,"5","RPS11"
"LILRB2.2",0.000171341482489145,-0.285408341692931,0.503,0.602,1,"5","LILRB2"
"TUBA1A.1",0.000179770863201645,-0.26202379972147,0.405,0.529,1,"5","TUBA1A"
"PTPRC.5",0.000298212100824621,-0.267534616115042,0.908,0.926,1,"5","PTPRC"
"S100A8.4",0.00468987192781792,-0.951740979846947,0.821,0.649,1,"5","S100A8"
"PSAP.2",1.20527092407779e-69,-1.21028526519247,0.982,0.999,2.88312857748649e-65,"6","PSAP"
"CTSS.2",1.93440556955337e-39,-0.878235467339986,0.912,0.991,4.62729156292861e-35,"6","CTSS"
"FTL.2",6.128291747553e-32,-0.823177097038585,0.853,0.982,1.46594866893215e-27,"6","FTL"
"TYROBP.5",8.23070592289259e-30,-0.783336537850412,0.724,0.92,1.96886716381514e-25,"6","TYROBP"
"TKT.3",9.25638564224264e-30,-0.788815201600302,0.506,0.858,2.21422000948086e-25,"6","TKT"
"HLA-B.1",3.31240272649886e-27,-0.532594349150613,1,1,7.92359856205793e-23,"6","HLA-B"
"AIF1.3",1.03309471926809e-26,-0.77312484384303,0.541,0.858,2.4712658779612e-22,"6","AIF1"
"NCF2.3",6.4566485318217e-26,-0.738225513196442,0.453,0.797,1.54449489529707e-21,"6","NCF2"
"FCN1.5",3.8860333145486e-24,-0.962509724165543,0.624,0.84,9.2957802917317e-20,"6","FCN1"
"LYZ.5",1.39915054702519e-23,-1.42896161500892,0.771,0.833,3.34690802353895e-19,"6","LYZ"
"CYBB.2",4.98467809079181e-23,-0.75182024509395,0.653,0.894,1.19238484609831e-18,"6","CYBB"
"VCAN.6",1.6127102354046e-22,-1.53139905527919,0.465,0.698,3.85776415411135e-18,"6","VCAN"
"OAZ1.1",3.02097424093917e-22,-0.579395505645692,0.765,0.938,7.2264724817506e-18,"6","OAZ1"
"APLP2.5",3.72871338068332e-22,-0.729926169037879,0.576,0.853,8.91945527793258e-18,"6","APLP2"
"MPEG1.2",2.80612105011943e-21,-0.662213158169857,0.441,0.766,6.71252216399068e-17,"6","MPEG1"
"S100A9.4",4.27866951499323e-20,-1.71357750093482,0.618,0.771,1.02350053468153e-15,"6","S100A9"
"LILRB2.3",1.57325295073398e-19,-0.568650417479123,0.247,0.617,3.76337838345076e-15,"6","LILRB2"
"MNDA.5",8.08538250488437e-19,-0.731902181116517,0.406,0.702,1.93410434899339e-14,"6","MNDA"
"TSPO.4",5.42957491713371e-18,-0.573568566289189,0.329,0.652,1.29880861592755e-13,"6","TSPO"
"CD14.5",1.25308496812603e-17,-0.747399185369835,0.2,0.538,2.99750455225429e-13,"6","CD14"
"S100A8.5",5.39708736438078e-16,-1.42920334678194,0.476,0.668,1.29103726843353e-11,"6","S100A8"
"RNA28S5.3",1.50158999682529e-15,0.675632194959412,1,1,3.59195343140578e-11,"6","RNA28S5"
"CTSB.3",1.76467596545149e-15,-0.530079334985194,0.494,0.767,4.2212813769565e-11,"6","CTSB"
"PABPC1",1.25148922729988e-14,-0.395247049350371,0.959,0.994,2.99368738062404e-10,"6","PABPC1"
"TGFBI.3",1.77998450497348e-14,-0.478916899854634,0.288,0.595,4.25790093434706e-10,"6","TGFBI"
"FGL2.1",2.49111855124865e-14,-0.544066899463871,0.7,0.87,5.95900468644189e-10,"6","FGL2"
"GNAI2.1",5.35476806568306e-14,-0.454237509602284,0.582,0.833,1.28091406899204e-09,"6","GNAI2"
"DUSP6",1.18113995354523e-13,-0.594167770746758,0.371,0.642,2.82540488287554e-09,"6","DUSP6"
"RGS2.4",1.5655918799905e-13,-0.527169542497374,0.447,0.724,3.74505233612528e-09,"6","RGS2"
"KLF6",1.60125999123497e-13,-0.540423770708814,0.618,0.837,3.83037402503317e-09,"6","KLF6"
"GRN.5",2.20409902371915e-13,-0.512292907546771,0.447,0.719,5.27242527463858e-09,"6","GRN"
"RNA18S5.3",2.74065310067488e-13,0.385834687840235,1,1,6.55591628212439e-09,"6","RNA18S5"
"GRB2",4.51783615797016e-13,-0.445903845807501,0.482,0.727,1.08071158734804e-08,"6","GRB2"
"RAB31.1",1.02196774794316e-12,-0.438485001309383,0.282,0.55,2.44464904985484e-08,"6","RAB31"
"TNFRSF1B.5",1.21694032396869e-12,-0.485621446456674,0.624,0.858,2.9110429489655e-08,"6","TNFRSF1B"
"LAPTM5.1",1.75126395600719e-12,-0.414419686818804,0.735,0.909,4.18919850916479e-08,"6","LAPTM5"
"HLA-A.4",2.57715488494014e-12,-0.439862370763461,0.847,0.953,6.16481220026532e-08,"6","HLA-A"
"CFD.1",2.64530196479802e-12,-0.462570887963545,0.282,0.554,6.32782682999335e-08,"6","CFD"
"PKM.4",3.57830573623715e-12,-0.437688424747374,0.382,0.661,8.55966515165288e-08,"6","PKM"
"SERPINA1.2",8.69525611882607e-12,-0.450839010867542,0.429,0.703,2.07999221618439e-07,"6","SERPINA1"
"ALDOA.1",1.18766069957032e-11,-0.398203994942426,0.441,0.701,2.84100315944215e-07,"6","ALDOA"
"C10orf54",2.30319419544214e-11,-0.411263515348407,0.465,0.699,5.50947083491714e-07,"6","C10orf54"
"SRGN.4",6.95607436789977e-11,-0.453501280143026,0.606,0.823,1.66396254954531e-06,"6","SRGN"
"TMSB4X.2",7.8121258912565e-11,-0.331565092838858,0.935,0.981,1.86873863444747e-06,"6","TMSB4X"
"VIM.5",8.89988754021948e-11,-0.469003555815356,0.771,0.918,2.1289420984959e-06,"6","VIM"
"ARPC1B",8.93902246058106e-11,-0.370391420002,0.571,0.803,2.13830356279559e-06,"6","ARPC1B"
"ARRB2",9.22649580293688e-11,-0.365310098802778,0.365,0.612,2.20707006102053e-06,"6","ARRB2"
"SAT1.3",1.22497295548812e-10,-0.476867291193484,0.635,0.84,2.93025780682313e-06,"6","SAT1"
"PPP1R15A.3",2.29226508061571e-10,-0.42884669121329,0.365,0.604,5.48332729934083e-06,"6","PPP1R15A"
"CFP.2",2.31256149241818e-10,-0.393909508694487,0.382,0.629,5.53187834601352e-06,"6","CFP"
"ASAH1.1",2.58411286277771e-10,-0.370984811870304,0.341,0.591,6.18145637905057e-06,"6","ASAH1"
"ZNF106",3.25204461376253e-10,-0.357048063663758,0.353,0.622,7.77921592058134e-06,"6","ZNF106"
"FCER1G.3",7.0008313959188e-10,-0.384406384107302,0.371,0.607,1.67466887821774e-05,"6","FCER1G"
"GSTP1.4",7.28841400605441e-10,-0.390669012010297,0.424,0.661,1.74346151438828e-05,"6","GSTP1"
"SH3BGRL3.1",9.59755180340917e-10,-0.358502847386879,0.276,0.521,2.29583036689351e-05,"6","SH3BGRL3"
"SOD2.2",1.58042502795148e-09,-0.393347887463844,0.335,0.583,3.78053470936274e-05,"6","SOD2"
"ITGB2.1",2.23761428413346e-09,-0.332769624722941,0.835,0.944,5.35259712907564e-05,"6","ITGB2"
"TPM3.3",3.50376473558535e-09,-0.375441479022897,0.606,0.802,8.38135562399371e-05,"6","TPM3"
"RASSF2.1",3.92190359712666e-09,-0.357707143163136,0.388,0.615,9.38158559468669e-05,"6","RASSF2"
"CD44",5.20560658437972e-09,-0.32867827981313,0.553,0.768,0.000124523315104947,"6","CD44"
"TGOLN2",5.42129076308096e-09,-0.297202476988322,0.4,0.631,0.00012968269634366,"6","TGOLN2"
"RHOA",5.95297889665612e-09,-0.342519836860281,0.582,0.806,0.000142401208186911,"6","RHOA"
"B2M",6.87637987304181e-09,-0.277927095996399,1,1,0.000164489882943033,"6","B2M"
"S100A4.1",1.00031828602348e-08,-0.328385799507444,0.547,0.758,0.000239286137199677,"6","S100A4"
"FCGRT.3",1.21115111848953e-08,-0.328554820811188,0.335,0.569,0.00028971945905388,"6","FCGRT"
"RNF130.2",1.40437218824906e-08,-0.283042171956488,0.288,0.518,0.000335939871151058,"6","RNF130"
"ANXA1.5",1.91708404143444e-08,-0.416629585194571,0.5,0.709,0.000458585673551533,"6","ANXA1"
"FOS.6",2.0306283702324e-08,-0.504264936654641,0.824,0.863,0.000485746612443292,"6","FOS"
"KLF4",2.26912979805626e-08,-0.358699225254951,0.418,0.636,0.000542798538993038,"6","KLF4"
"S100A6.3",2.51213416360824e-08,-0.349877087253662,0.618,0.776,0.000600927613276727,"6","S100A6"
"GPX1.5",2.97992811498475e-08,-0.412971146966847,0.376,0.57,0.000712828604385502,"6","GPX1"
"DUSP1",3.34451011397293e-08,-0.394671257920246,0.635,0.818,0.000800040264363466,"6","DUSP1"
"KCTD12.4",4.24120239285598e-08,-0.359617988324541,0.329,0.547,0.00101453802439508,"6","KCTD12"
"SERP1",4.36585113423892e-08,-0.294240577634375,0.335,0.549,0.00104435524982129,"6","SERP1"
"EVI2B",5.16653649466607e-08,-0.314222829032755,0.329,0.548,0.00123588719488907,"6","EVI2B"
"ANXA2.1",5.95133387816866e-08,-0.311712472545738,0.471,0.694,0.00142361857699672,"6","ANXA2"
"STAT6",6.7164846414365e-08,-0.277864225053274,0.294,0.515,0.00160665029107803,"6","STAT6"
"FGR",7.03702566443889e-08,-0.31461116767758,0.447,0.661,0.00168332690919043,"6","FGR"
"TYMP",8.6473129552135e-08,-0.319701029565665,0.476,0.673,0.00206852373201662,"6","TYMP"
"IL17RA.3",9.87583244946528e-08,-0.325044453033585,0.318,0.516,0.00236239788023659,"6","IL17RA"
"LST1.4",1.05410145469164e-07,-0.360374916988432,0.547,0.732,0.00252151608976788,"6","LST1"
"FYB.1",1.30092377384902e-07,-0.323802480978315,0.429,0.638,0.00311193975942424,"6","FYB"
"CALM2",1.47233507470518e-07,-0.318714105658896,0.518,0.707,0.00352197273220226,"6","CALM2"
"HLA-E.3",1.48517295160566e-07,-0.308633228201536,0.959,0.98,0.00355268221753589,"6","HLA-E"
"EMILIN2.1",1.51305107842185e-07,-0.30863957576977,0.359,0.563,0.00361936948469291,"6","EMILIN2"
"TPT1.5",2.1121094553367e-07,-0.302832827474244,0.929,0.973,0.00505237702811092,"6","TPT1"
"BCAS4.1",2.80062398675058e-07,-0.299177485666624,0.382,0.564,0.00669937263870606,"6","BCAS4"
"RPS5",3.31651276581088e-07,0.361331049300261,0.765,0.625,0.00793343018709621,"6","RPS5"
"MSN.1",3.77126294716487e-07,-0.331922123107035,0.635,0.803,0.00902123809591309,"6","MSN"
"HLA-C",3.79024227631449e-07,-0.261452628855293,0.894,0.96,0.00906663854917188,"6","HLA-C"
"WARS.4",4.51247993469894e-07,-0.332140177981597,0.306,0.525,0.0107943032517933,"6","WARS"
"AP1S2.4",4.81873630149151e-07,-0.309150365851629,0.329,0.522,0.0115268991067979,"6","AP1S2"
"NFKBIA.2",5.48949957542085e-07,-0.373501486484661,0.494,0.692,0.0131314319343642,"6","NFKBIA"
"ITM2B",5.97791722223672e-07,-0.283566485851981,0.529,0.736,0.0142997757873125,"6","ITM2B"
"PNRC1",7.78766817652736e-07,-0.251798288940067,0.294,0.501,0.0186288810450711,"6","PNRC1"
"CDC42",1.00566892549273e-06,-0.257891896899429,0.4,0.591,0.0240566063667115,"6","CDC42"
"RPS3",1.14220551675902e-06,0.328134163885007,0.876,0.808,0.0273226981663926,"6","RPS3"
"UBC",1.19317747737527e-06,-0.279721958085687,0.788,0.941,0.0285419984362939,"6","UBC"
"MALAT1.2",1.27739120925311e-06,0.341643998333491,1,0.999,0.0305564751165435,"6","MALAT1"
"STK17B",1.30158439889881e-06,-0.284564547918544,0.418,0.602,0.0311352004060585,"6","STK17B"
"VASP.3",1.37068938001945e-06,-0.314575007796201,0.382,0.553,0.0327882606594453,"6","VASP"
"CECR1.1",1.54754170110818e-06,-0.292982527153204,0.347,0.525,0.0370187450322088,"6","CECR1"
"MCL1.1",1.62521675530154e-06,-0.288821512802122,0.588,0.761,0.0388768100035681,"6","MCL1"
"CAP1.2",1.67813850468911e-06,-0.308937618798768,0.629,0.789,0.0401427511706681,"6","CAP1"
"PGK1.2",2.34703504278645e-06,-0.266774306494167,0.429,0.613,0.0561434252584948,"6","PGK1"
"NCOA4.2",2.67975474182778e-06,-0.290021455155573,0.447,0.636,0.0641024131792623,"6","NCOA4"
"CSF1R.5",2.90673684385177e-06,-0.421066099447528,0.412,0.582,0.0695320520417781,"6","CSF1R"
"ZFAND5.2",3.55885790901922e-06,-0.286981986316948,0.453,0.621,0.0851314400416487,"6","ZFAND5"
"CAPNS1",6.83342436292e-06,-0.262680847434551,0.412,0.588,0.163462344185409,"6","CAPNS1"
"TUBA1A.2",7.14185651090846e-06,-0.252686878437996,0.341,0.532,0.170840349597441,"6","TUBA1A"
"HCLS1.1",7.16186643946476e-06,-0.260314311333973,0.453,0.655,0.171319007098437,"6","HCLS1"
"EIF3C",7.51751751820303e-06,-0.264534325296605,0.418,0.573,0.179826536552935,"6","EIF3C"
"TNFAIP2.4",8.538877923119e-06,-0.283572103146439,0.465,0.655,0.20425849879893,"6","TNFAIP2"
"COTL1.3",8.66824409859455e-06,-0.313758031736684,0.794,0.902,0.20735306708248,"6","COTL1"
"CMTM6.2",1.6171354226424e-05,-0.267760814150588,0.353,0.516,0.386834964450289,"6","CMTM6"
"PTMA",1.666993311598e-05,-0.264864298801503,0.559,0.72,0.398761470067357,"6","PTMA"
"HADHA",2.36634603558519e-05,-0.267458137559406,0.388,0.539,0.566053635172333,"6","HADHA"
"RPS21",3.63015524475455e-05,0.295586912547731,0.682,0.586,0.868369436097737,"6","RPS21"
"LYN.6",4.41572651453707e-05,-0.324474548435032,0.6,0.712,1,"6","LYN"
"MT-ND5.1",4.98610869312041e-05,0.277049285965039,0.882,0.846,1,"6","MT-ND5"
"MTRNR2L12",5.23844949227153e-05,0.287519970523144,0.906,0.844,1,"6","MTRNR2L12"
