"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PTP4A2.3",8.15244987704113e-05,-0.251717670166179,0.635,0.774,1,"6","PTP4A2"
"MYH9",0.000117937284809037,-0.253477612927995,0.659,0.821,1,"6","MYH9"
"HLA-DQB1.1",0.00020372524486548,0.320392506594203,0.518,0.409,1,"6","HLA-DQB1"
"HLA-DPA1.2",0.000395686633266108,0.333873746567336,0.806,0.715,1,"6","HLA-DPA1"
"RPL3",0.000412857230140646,0.254124724610309,0.965,0.889,1,"6","RPL3"
"MACF1.2",0.0026380394190315,0.290778648612414,0.541,0.47,1,"6","MACF1"
"LYZ.6",5.05797945302031e-61,-2.47934893809847,0.339,0.858,1.20991926495699e-56,"7","LYZ"
"S100A9.5",3.52017476817957e-52,-2.77054872893937,0.281,0.79,8.42061006296235e-48,"7","S100A9"
"FCGR3A.2",6.17725666881612e-50,1.22412613077903,0.906,0.354,1.4776615677475e-45,"7","FCGR3A"
"VCAN.7",1.36148928462864e-49,-2.41307527641816,0.123,0.718,3.25681851776016e-45,"7","VCAN"
"S100A8.6",4.23648415502699e-48,-2.43461161650155,0.088,0.691,1.01340937472401e-43,"7","S100A8"
"FCN1.6",3.11834123384357e-41,-1.36925815225233,0.462,0.849,7.4593840654772e-37,"7","FCN1"
"FOS.7",2.19269669283754e-38,-1.28517010835985,0.55,0.878,5.24514975893669e-34,"7","FOS"
"FCGR3B.2",2.39958384603912e-36,0.709829464228692,0.713,0.258,5.74004451811019e-32,"7","FCGR3B"
"CDKN1C.2",1.36603706323881e-31,0.713033318623096,0.614,0.221,3.26769725897356e-27,"7","CDKN1C"
"MNDA.6",1.90922377251713e-31,-1.00996336336806,0.281,0.709,4.56705418623822e-27,"7","MNDA"
"CD14.6",2.58158365926501e-31,-1.04594635414139,0.064,0.546,6.17540627132783e-27,"7","CD14"
"PSAP.3",3.20459673415691e-29,-0.519519409163549,1,0.998,7.66571584777674e-25,"7","PSAP"
"MTSS1.2",5.27587525523701e-29,0.590352853112002,0.614,0.242,1.26204211980525e-24,"7","MTSS1"
"NAP1L1.6",1.72877134917278e-25,0.738959425293171,0.877,0.607,4.13539394435621e-21,"7","NAP1L1"
"APLP2.6",5.15894215882843e-25,-0.828729873373908,0.649,0.849,1.23407055381335e-20,"7","APLP2"
"GRN.6",2.88182019744493e-24,-0.746933653340964,0.368,0.723,6.89360209430802e-20,"7","GRN"
"AMICA1.5",5.42038011736285e-24,-0.739351722617439,0.263,0.65,1.29660912787437e-19,"7","AMICA1"
"TNFAIP2.5",6.19173003298412e-24,-0.732046437422889,0.269,0.666,1.48112374119013e-19,"7","TNFAIP2"
"ITGAL.5",2.04285512202946e-22,0.570600407327203,0.795,0.475,4.88671373740667e-18,"7","ITGAL"
"GPX1.6",1.35851086236854e-21,-0.67232768111237,0.199,0.581,3.24969383387178e-17,"7","GPX1"
"SRGN.5",6.27049241189155e-21,-0.649483787384489,0.567,0.825,1.49996448984858e-16,"7","SRGN"
"MS4A7.2",9.90945550768047e-21,0.629875971749294,0.76,0.457,2.37044085199225e-16,"7","MS4A7"
"VIM.6",1.02564434323191e-19,-0.666754445689466,0.784,0.917,2.45344383344505e-15,"7","VIM"
"FOSB.4",1.0858010017548e-19,-0.706230377155687,0.14,0.505,2.59734457629765e-15,"7","FOSB"
"TCF7L2.2",1.28685108474808e-19,0.469548521757576,0.503,0.211,3.07827647982589e-15,"7","TCF7L2"
"SPN.2",4.84904018134902e-19,0.558466572720435,0.725,0.413,1.1599389017805e-14,"7","SPN"
"HLA-DRA.4",5.44385391689464e-19,-0.813768325589191,0.637,0.867,1.30222429546037e-14,"7","HLA-DRA"
"SLC44A2.1",2.0035026643386e-18,0.420809515228567,0.532,0.239,4.79257872336437e-14,"7","SLC44A2"
"CTSB.4",6.68842633316043e-18,-0.607566144877234,0.509,0.766,1.59993846315531e-13,"7","CTSB"
"RP11-290F20.3.2",2.66314949531293e-17,0.403936437242614,0.561,0.265,6.37051990773806e-13,"7","RP11-290F20.3"
"PAG1.2",1.24881008117727e-16,0.467517367735577,0.532,0.253,2.98727859518416e-12,"7","PAG1"
"RPLP1.5",3.24490578391118e-16,-0.568330575785357,0.579,0.817,7.76213912569392e-12,"7","RPLP1"
"CSF1R.6",1.36280665306103e-15,0.489779314987134,0.83,0.559,3.25996979478729e-11,"7","CSF1R"
"MPEG1.3",2.62443716026754e-15,-0.536127338400672,0.52,0.761,6.27791613107599e-11,"7","MPEG1"
"SIGLEC10.2",3.46168961223931e-15,0.432151892660997,0.608,0.318,8.28070772143766e-11,"7","SIGLEC10"
"CD74.3",7.57920707462611e-15,-0.626645361892205,0.825,0.948,1.81302212432131e-10,"7","CD74"
"AP1S2.5",1.27834490452954e-14,-0.493036719646488,0.222,0.528,3.05792884612512e-10,"7","AP1S2"
"TKT.4",1.57378468734614e-14,-0.509119138772522,0.684,0.848,3.76465035060071e-10,"7","TKT"
"KCTD12.5",2.99204726246855e-14,-0.486932877613401,0.251,0.551,7.15727625655101e-10,"7","KCTD12"
"NCF2.4",5.58598775271223e-14,-0.498034894252395,0.532,0.792,1.33622413032629e-09,"7","NCF2"
"CPVL.3",1.46956224642887e-13,-0.492383688257408,0.257,0.544,3.51533984968249e-09,"7","CPVL"
"FCGRT.4",1.48786822999751e-13,-0.455485976292714,0.292,0.572,3.55912959297703e-09,"7","FCGRT"
"PTPRC.6",2.95009562864184e-13,0.400417483369408,0.947,0.924,7.05692375327416e-09,"7","PTPRC"
"ITGB2.2",3.09453600202424e-13,-0.415442445643405,0.854,0.943,7.40243957044219e-09,"7","ITGB2"
"CTSS.3",4.15213659380462e-13,-0.395566500042607,1,0.986,9.93232594604004e-09,"7","CTSS"
"PPP1R15A.4",4.57967055512234e-13,-0.513919246391387,0.339,0.606,1.09550299349081e-08,"7","PPP1R15A"
"LILRB1.2",6.92184643958574e-13,0.392659220980299,0.637,0.372,1.6557748868133e-08,"7","LILRB1"
"HLA-B.2",1.47807212905644e-12,-0.334509228117086,0.994,1,3.53569633991592e-08,"7","HLA-B"
"HLA-DRB1.3",1.85559430633324e-12,-0.718939837312008,0.719,0.87,4.43876714017973e-08,"7","HLA-DRB1"
"IFITM3.2",2.19784850295769e-12,0.402051857684363,0.567,0.309,5.25747340392509e-08,"7","IFITM3"
"HLA-E.4",4.75205732360363e-12,0.349985411406028,0.994,0.978,1.13673963237922e-07,"7","HLA-E"
"LYN.7",6.56944115054248e-12,0.505991589727967,0.807,0.7,1.57147601762127e-07,"7","LYN"
"RPS19.6",1.09336710657879e-11,0.403688042828485,0.918,0.772,2.61544345564712e-07,"7","RPS19"
"TXNIP.3",7.10493212849472e-11,0.409691743884125,0.971,0.939,1.69957081445722e-06,"7","TXNIP"
"TNFRSF1B.6",1.06581556838783e-10,0.35082837027922,0.942,0.84,2.54953742114052e-06,"7","TNFRSF1B"
"ANXA1.6",3.32191493100343e-10,-0.502166463306937,0.491,0.71,7.9463527064533e-06,"7","ANXA1"
"TGFBI.4",5.2714239932627e-10,-0.384551529936575,0.368,0.591,1.26097733342837e-05,"7","TGFBI"
"NFKBIA.3",7.4767681097775e-10,-0.533714557935429,0.503,0.692,1.78851769953988e-05,"7","NFKBIA"
"CST3.2",7.65867048737749e-10,-0.388325272724576,0.684,0.829,1.83203056728557e-05,"7","CST3"
"RGS2.5",1.07095658055947e-09,-0.479303645817018,0.544,0.719,2.56183523635632e-05,"7","RGS2"
"VASP.4",1.07794500870626e-09,0.34435099103397,0.719,0.534,2.57855225532625e-05,"7","VASP"
"MSN.2",3.83288840474237e-09,0.380704131004897,0.871,0.789,9.16865235298422e-05,"7","MSN"
"LYST.3",4.84692111075031e-09,0.408915628272432,0.813,0.636,0.000115943199890258,"7","LYST"
"RASSF5.2",5.19551559034636e-09,0.360408261818886,0.655,0.452,0.000124281928436675,"7","RASSF5"
"MT-ND2.1",5.69856523831574e-09,0.361097081198355,0.912,0.9,0.000136315379065751,"7","MT-ND2"
"ITGA4.4",1.0458098031163e-08,0.39232031966659,0.667,0.479,0.000250168163003449,"7","ITGA4"
"PTP4A2.4",1.27356813145953e-08,0.34112489342665,0.848,0.762,0.000304650232726434,"7","PTP4A2"
"MACF1.3",1.3008283140845e-08,0.424687953682677,0.649,0.464,0.000311171141012154,"7","MACF1"
"TSC22D3.1",1.42344260688648e-08,0.318916622277472,0.708,0.518,0.000340501705993314,"7","TSC22D3"
"TYROBP.6",1.59370710062437e-08,-0.363122381772751,0.842,0.913,0.000381230675540356,"7","TYROBP"
"CECR1.2",1.86583307958731e-08,-0.339173475303229,0.31,0.527,0.000446325930968079,"7","CECR1"
"LST1.5",2.621520033513e-08,0.349668142645979,0.825,0.716,0.000627093807216645,"7","LST1"
"SYK.2",2.90669683847993e-08,-0.353094388067483,0.404,0.59,0.000695310950732785,"7","SYK"
"NFKBIZ.2",3.22526097282545e-08,0.327068703071013,0.626,0.428,0.000771514677309576,"7","NFKBIZ"
"CFP.3",3.43711460336196e-08,-0.320198345874041,0.421,0.627,0.000822192184270215,"7","CFP"
"TPT1.6",6.03693262993126e-08,-0.311774904158901,0.947,0.972,0.00144409465440586,"7","TPT1"
"UTRN.5",6.77073179563103e-08,0.390219936093136,0.655,0.5,0.0016196267528329,"7","UTRN"
"DDX5.2",9.97840848047823e-08,0.301404247762908,0.924,0.835,0.0023869350926152,"7","DDX5"
"TMSB10.1",1.27860212264637e-07,-0.299211529623641,0.912,0.957,0.00305854413758238,"7","TMSB10"
"HLA-DPB1.3",1.82325593641225e-07,-0.556524382610128,0.544,0.685,0.00436141052549175,"7","HLA-DPB1"
"S100A10.1",2.23917870257304e-07,-0.310303728149077,0.374,0.565,0.00535633937442498,"7","S100A10"
"RPS13.4",3.29282547184082e-07,-0.337190888005647,0.69,0.801,0.00787676781119042,"7","RPS13"
"SAT1.4",4.07846586363686e-07,0.278656655748966,0.901,0.825,0.00975609819240574,"7","SAT1"
"MYD88.1",4.09320972234557e-07,0.271540829103279,0.532,0.352,0.00979136697682285,"7","MYD88"
"CAP1.3",4.84007046218183e-07,0.345641338144083,0.825,0.778,0.0115779325525852,"7","CAP1"
"EHBP1L1.1",5.30609400724268e-07,0.298996803018572,0.608,0.44,0.0126927074747252,"7","EHBP1L1"
"TSPO.5",7.31297760848184e-07,-0.356202673523439,0.503,0.642,0.0174933737372494,"7","TSPO"
"HLA-A.5",7.75481509050189e-07,-0.285079296130811,0.871,0.952,0.0185502931779896,"7","HLA-A"
"WASF2.2",7.91112177897447e-07,0.258930036403885,0.696,0.521,0.0189241944074848,"7","WASF2"
"GSTP1.5",7.91341106527515e-07,-0.317025568538578,0.474,0.658,0.0189296706092447,"7","GSTP1"
"MT-CYB.3",8.18957236238462e-07,0.299673863183624,0.977,0.927,0.0195902760480602,"7","MT-CYB"
"WARS.5",1.47935771164372e-06,0.255210469355092,0.69,0.503,0.0353877158202295,"7","WARS"
"IL17RA.4",1.56353520460084e-06,-0.321522216409263,0.351,0.515,0.0374013256292566,"7","IL17RA"
"EMILIN2.2",2.38100382102452e-06,-0.282476694773431,0.392,0.561,0.0569559924027274,"7","EMILIN2"
"JAK1.1",2.62760254666501e-06,0.342934420065606,0.643,0.498,0.0628548805187738,"7","JAK1"
"RASSF2.2",3.0453876363971e-06,-0.25726013100834,0.439,0.613,0.0728487176502549,"7","RASSF2"
"SULF2.1",3.1898322110855e-06,-0.275873255026225,0.333,0.522,0.0763039763213763,"7","SULF2"
"CD44.1",3.19637439567951e-06,-0.298991086311545,0.626,0.763,0.0764604719190496,"7","CD44"
"COX4I1.1",3.23710744016403e-06,-0.274964123149219,0.544,0.72,0.0774348470761638,"7","COX4I1"
"PIK3AP1.2",3.36495370710486e-06,0.279685646383958,0.637,0.476,0.0804930576276554,"7","PIK3AP1"
"IER5.1",3.45660846103544e-06,0.259386628818649,0.55,0.374,0.0826855309964287,"7","IER5"
"TYMP.1",5.44392152465787e-06,-0.274110954520067,0.509,0.671,0.130224046791341,"7","TYMP"
"PKM.5",6.29017468803672e-06,-0.297483564873154,0.515,0.653,0.150467268712526,"7","PKM"
"HLA-DRB5.3",7.15847663213156e-06,-0.36263460784456,0.333,0.513,0.171237919517219,"7","HLA-DRB5"
"KLF4.1",7.27192765253323e-06,-0.266849461536689,0.474,0.633,0.173951781376247,"7","KLF4"
"SERPINA1.3",9.2560244665438e-06,0.348797008020719,0.789,0.682,0.221413361264194,"7","SERPINA1"
"MALAT1.3",1.04749298633881e-05,0.390733596962576,1,0.999,0.250570797262106,"7","MALAT1"
"IFITM2.2",1.4608562618068e-05,0.276181871361628,0.509,0.361,0.349451426386804,"7","IFITM2"
"ZFP36L2",1.47547739403501e-05,-0.266786540694901,0.421,0.583,0.352948947427115,"7","ZFP36L2"
"RPS24.2",2.74375384286139e-05,-0.267023689547394,0.52,0.65,0.656333356750873,"7","RPS24"
"MBD2.2",2.78661263961144e-05,0.295420453324366,0.526,0.408,0.666585609521451,"7","MBD2"
"LRRFIP1.2",5.6686869708527e-05,0.262880276401749,0.807,0.757,1,"7","LRRFIP1"
"CYBB.3",5.70901350087953e-05,-0.27883330852556,0.825,0.884,1,"7","CYBB"
"CANX.2",0.00015623044395858,-0.259741228270542,0.556,0.669,1,"7","CANX"
"MBNL1",0.000160616311642862,0.261556095454367,0.637,0.52,1,"7","MBNL1"
"RNF213.2",0.000637564933984532,0.25068806191101,0.696,0.624,1,"7","RNF213"
"FCGR3A.3",5.80319415772911e-81,1.68933512593643,0.988,0.35,1.38818207447038e-76,"8","FCGR3A"
"FCGR3B.3",1.87724089520224e-80,1.12827099103563,0.899,0.249,4.49054794541327e-76,"8","FCGR3B"
"CDKN1C.3",7.18719095529095e-69,0.952028496231295,0.815,0.21,1.71924794841515e-64,"8","CDKN1C"
"LYZ.7",1.2354482956691e-61,-2.59174695021278,0.357,0.857,2.95531586807005e-57,"8","LYZ"
"VCAN.8",4.30500334153592e-49,-2.46414632674925,0.131,0.716,1.02979984932881e-44,"8","VCAN"
"S100A8.7",1.20319733856327e-45,-2.41505464554064,0.113,0.689,2.87816835357719e-41,"8","S100A8"
"S100A9.6",9.65925109210596e-45,-2.63358401353032,0.381,0.784,2.31058945374267e-40,"8","S100A9"
"NAP1L1.7",3.65873362401832e-43,0.895717828559526,0.946,0.604,8.75205670201423e-39,"8","NAP1L1"
"RHOC.2",1.05797547125464e-42,0.671590645289954,0.631,0.197,2.53078312478822e-38,"8","RHOC"
"FOS.8",2.11365070535683e-41,-1.38886365537909,0.571,0.877,5.05606385228408e-37,"8","FOS"
"LYN.8",9.24519723878836e-40,0.882865861183869,0.958,0.692,2.21154363149056e-35,"8","LYN"
"TCF7L2.3",1.24385843412566e-39,0.694727943066406,0.619,0.205,2.975433760272e-35,"8","TCF7L2"
"CSF1R.7",1.30905341859999e-39,0.855647021767002,0.911,0.554,3.13138668263304e-35,"8","CSF1R"
"SPN.3",9.55282278363107e-39,0.786035302347093,0.863,0.406,2.28513073807239e-34,"8","SPN"
"MS4A7.3",6.46198015086636e-38,0.844127764995438,0.887,0.45,1.54577027188874e-33,"8","MS4A7"
"SIGLEC10.3",2.947827864858e-34,0.724921229506724,0.732,0.312,7.05149903552682e-30,"8","SIGLEC10"
"MTSS1.3",4.86563710486014e-34,0.661139678706936,0.643,0.241,1.16390905185359e-29,"8","MTSS1"
"LST1.6",5.79771971810674e-33,0.73403920969767,0.958,0.709,1.38687253376831e-28,"8","LST1"
"PTPRC.7",2.78794243512844e-32,0.653156618503678,0.994,0.921,6.66903709907074e-28,"8","PTPRC"
"FCN1.7",2.49669189064232e-31,-1.15890069295887,0.589,0.842,5.9723366716055e-27,"8","FCN1"
"PAG1.3",3.31633470044834e-31,0.69681184241718,0.613,0.249,7.93300423694248e-27,"8","PAG1"
"IFITM2.3",9.66926515801776e-31,0.67327540118477,0.744,0.348,2.31298491844943e-26,"8","IFITM2"
"CD14.7",1.18832000837364e-30,-1.0430710367318,0.065,0.545,2.84258029203059e-26,"8","CD14"
"RPS19.7",2.13248163124895e-29,0.703598268188304,0.982,0.769,5.10110931011062e-25,"8","RPS19"
"RP11-290F20.3.3",3.81052047126622e-29,0.573417873104535,0.643,0.261,9.11514601931593e-25,"8","RP11-290F20.3"
"IFITM3.3",6.36557533534203e-29,0.633264855489619,0.685,0.302,1.52270927596717e-24,"8","IFITM3"
"PSAP.4",1.22827932744017e-27,0.398085153085156,1,0.998,2.93816697916964e-23,"8","PSAP"
"GRN.7",2.32026436917139e-26,-0.819134223180682,0.357,0.723,5.55030439749489e-22,"8","GRN"
"UNC119",3.63384458695105e-26,0.480155389500125,0.554,0.215,8.6925196364456e-22,"8","UNC119"
"TNFRSF1B.7",4.19426122748233e-26,0.616061408308879,0.976,0.839,1.00330922822605e-21,"8","TNFRSF1B"
"SLC44A2.2",3.36171698076748e-25,0.509178296011683,0.583,0.236,8.04156318969388e-21,"8","SLC44A2"
"GPX1.7",4.98451130787853e-25,-0.772712740451408,0.173,0.582,1.19234494995762e-20,"8","GPX1"
"MNDA.7",6.36652988635244e-24,-0.880115788452184,0.369,0.704,1.52293761411437e-19,"8","MNDA"
"HLA-E.5",3.45536749658704e-23,0.528781803266839,0.994,0.978,8.26558458858586e-19,"8","HLA-E"
"PIK3AP1.3",1.78319606387232e-21,0.578353189224457,0.774,0.469,4.26558330438898e-17,"8","PIK3AP1"
"PTP4A2.5",1.47001159094555e-20,0.571145223675883,0.905,0.759,3.51641472670085e-16,"8","PTP4A2"
"VASP.5",1.58836104109031e-20,0.563549995288928,0.792,0.53,3.79951844639214e-16,"8","VASP"
"ITGAL.6",4.73645730995411e-20,0.555520706706829,0.78,0.476,1.13300795311412e-15,"8","ITGAL"
"LILRB1.3",3.76753494279559e-19,0.592612615933208,0.661,0.371,9.01232033666133e-15,"8","LILRB1"
"FOSB.5",4.36321121982422e-19,-0.730587334026291,0.155,0.503,1.04372375589415e-14,"8","FOSB"
"SERPINA1.4",4.8569224906067e-19,0.549079501429814,0.887,0.677,1.16182442897803e-14,"8","SERPINA1"
"EMR2.1",2.0646225878642e-18,0.407609319151429,0.542,0.245,4.93878369242996e-14,"8","EMR2"
"RASSF5.3",5.21723123202041e-18,0.485171041806894,0.738,0.447,1.2480138830116e-13,"8","RASSF5"
"COTL1.4",1.23582474521201e-17,0.478599156968646,0.982,0.891,2.95621637302164e-13,"8","COTL1"
"FCER1G.4",1.32436112563518e-17,0.4800514139975,0.833,0.581,3.16800424863191e-13,"8","FCER1G"
"POU2F2.3",1.3359925865434e-17,0.532923130231519,0.774,0.504,3.19582786627046e-13,"8","POU2F2"
"ANXA1.7",4.09371658112634e-17,-0.661347549832718,0.44,0.712,9.79257943371232e-13,"8","ANXA1"
"LILRB2.4",4.57823380901804e-17,0.492280169939079,0.833,0.584,1.0951593094552e-12,"8","LILRB2"
"MSN.3",7.61862747625661e-17,0.51015108768997,0.923,0.787,1.82245187859534e-12,"8","MSN"
"CAP1.4",8.41420199166948e-17,0.488320005374371,0.923,0.773,2.01276125842726e-12,"8","CAP1"
"AMICA1.6",1.3777853484443e-16,-0.613586251286025,0.351,0.645,3.29580033201361e-12,"8","AMICA1"
"MYL6.2",2.1427995673894e-16,0.47171455224139,0.964,0.84,5.12579084515219e-12,"8","MYL6"
"TPM3.4",3.10666543177266e-16,0.489428265319429,0.917,0.784,7.43145437934338e-12,"8","TPM3"
"AIF1.4",5.33421730489931e-16,0.46327752572227,0.958,0.835,1.27599812150496e-11,"8","AIF1"
"LYST.4",5.08472152291399e-15,0.524448018104439,0.815,0.636,1.21631623549626e-10,"8","LYST"
"MAFB.2",5.68442932149619e-15,0.508359213915,0.696,0.437,1.3597723379951e-10,"8","MAFB"
"C5AR1.1",6.71863740178351e-15,0.457295556883548,0.667,0.384,1.60716525288063e-10,"8","C5AR1"
"MBD2.3",8.92723640140094e-15,0.405018061673686,0.673,0.4,2.13548421957912e-10,"8","MBD2"
"PTPN6.3",8.9528972944636e-15,0.483621001174004,0.762,0.51,2.14162256180864e-10,"8","PTPN6"
"NFKBIZ.3",9.70832873006484e-15,0.485044500901704,0.685,0.425,2.32232931551881e-10,"8","NFKBIZ"
"CPVL.4",1.33665270515388e-14,-0.578458794292662,0.262,0.543,3.1974069359986e-10,"8","CPVL"
"WARS.6",1.95924650628777e-14,0.488911744627186,0.75,0.5,4.68671356769097e-10,"8","WARS"
"ATP1A1",3.87230924111478e-14,0.427408859844916,0.577,0.326,9.26295093567067e-10,"8","ATP1A1"
"PGK1.3",1.01466911620495e-13,0.422956588768765,0.815,0.591,2.42718999287387e-09,"8","PGK1"
"ACTB.2",1.54650000853563e-13,0.385735196279597,0.988,0.965,3.69938267041808e-09,"8","ACTB"
"ACTR3.2",2.55038359787409e-13,0.432220045983462,0.786,0.578,6.10077260447461e-09,"8","ACTR3"
"RPLP1.6",5.79827292716208e-13,-0.545291503824887,0.673,0.812,1.38700486690644e-08,"8","RPLP1"
"UTRN.6",6.29444375251495e-13,0.420973240557206,0.732,0.496,1.5056938900391e-08,"8","UTRN"
"CMTM6.3",1.73116054524671e-12,0.437067298277255,0.708,0.496,4.14110914028465e-08,"8","CMTM6"
"TPT1.7",1.99684852922010e-12,-0.436389550278089,0.94,0.972,4.77666136674741e-08,"8","TPT1"
"MAP3K1.1",3.12033201833509e-12,0.394428872300337,0.643,0.403,7.46414622105938e-08,"8","MAP3K1"
"ARPC2.2",3.30946614420149e-12,0.407095677775078,0.887,0.807,7.91657396354438e-08,"8","ARPC2"
"LRRFIP1.3",5.98047605598721e-12,0.412479786706265,0.881,0.753,1.4305896773527e-07,"8","LRRFIP1"
"TXNIP.4",6.46101957997564e-12,0.47478039995265,0.994,0.938,1.54554049372597e-07,"8","TXNIP"
"LRRC25.2",7.96543362058992e-12,0.361477108606008,0.577,0.344,1.90541137638131e-07,"8","LRRC25"
"ZFAND5.3",1.91230189652225e-11,0.374907025022711,0.821,0.601,4.57441736667087e-07,"8","ZFAND5"
"VIM.7",1.9161887457343e-11,-0.526879822238327,0.887,0.911,4.58371509867103e-07,"8","VIM"
"SNX18.1",2.03895578320949e-11,0.399613076890407,0.56,0.328,4.87738612901541e-07,"8","SNX18"
"FLNA.2",2.50205176390313e-11,0.417346158721725,0.863,0.745,5.98515802443269e-07,"8","FLNA"
"CEBPB",3.36925847421131e-11,0.317978249540797,0.518,0.292,8.05960319616087e-07,"8","CEBPB"
"MT-RNR1.1",3.40784954027914e-11,-0.363838287551581,0.994,0.999,8.15191688530174e-07,"8","MT-RNR1"
"APLP2.7",4.98866949523885e-11,-0.539344863763582,0.792,0.841,1.19333962995609e-06,"8","APLP2"
"HLA-DRA.5",5.01170950082994e-11,-0.79263282139755,0.756,0.861,1.19885102969353e-06,"8","HLA-DRA"
"CSK.1",5.85906466962079e-11,0.340173654855348,0.536,0.315,1.40154685961999e-06,"8","CSK"
"SAT1.5",7.82575206172973e-11,0.422092012934839,0.911,0.825,1.87199815068637e-06,"8","SAT1"
"STK10.1",2.37367185756348e-10,0.346682204177458,0.667,0.447,5.67806045047759e-06,"8","STK10"
"ITGA4.5",3.43048158043583e-10,0.322070833840701,0.708,0.477,8.20605498856055e-06,"8","ITGA4"
"YWHAZ.1",3.56415075550464e-10,0.37953722964416,0.726,0.562,8.52580502224264e-06,"8","YWHAZ"
"RNA28S5.4",5.8124850272276e-10,-0.466866715471165,1,1,1.39040454336311e-05,"8","RNA28S5"
"RAPGEF1.1",6.19506334104636e-10,0.268043287880879,0.542,0.31,1.4819211018117e-05,"8","RAPGEF1"
"TSPAN14.1",9.37542559719012e-10,0.335862980970292,0.565,0.348,2.24269555710385e-05,"8","TSPAN14"
"MTPN.2",1.32596639933211e-09,0.360738280088117,0.542,0.343,3.17184422384234e-05,"8","MTPN"
"NFKBIA.4",1.56109036679268e-09,-0.544563152472745,0.53,0.69,3.73428426640477e-05,"8","NFKBIA"
"ADRBK2.2",1.63281493810618e-09,0.297369609464001,0.583,0.37,3.90585661344378e-05,"8","ADRBK2"
"RAB10.2",2.36141752940552e-09,0.325847590558909,0.577,0.371,5.64874687209095e-05,"8","RAB10"
"WASF2.3",3.98146930935943e-09,0.361425683877674,0.69,0.522,9.5240727349187e-05,"8","WASF2"
"KCTD12.6",4.41114829975735e-09,-0.402771888291842,0.333,0.546,0.000105519078478496,"8","KCTD12"
"CD74.4",4.83735855709766e-09,-0.637708527381504,0.946,0.941,0.000115714454044333,"8","CD74"
"MACF1.4",5.93878377268457e-09,0.38551851536205,0.667,0.463,0.000142061646626388,"8","MACF1"
"TNFAIP2.6",6.41274305632702e-09,-0.419531413329554,0.482,0.654,0.000153399226650399,"8","TNFAIP2"
"AP1S2.6",7.59762882402841e-09,-0.379396413519492,0.31,0.523,0.000181742879099584,"8","AP1S2"
"MCL1.2",1.06732679117534e-08,-0.394118078834929,0.601,0.76,0.000255315241717054,"8","MCL1"
"ACTR2.3",1.23539563954528e-08,0.37485058155475,0.875,0.762,0.000295518990935626,"8","ACTR2"
"ATG3.1",1.54956835020381e-08,0.307936146851998,0.53,0.331,0.000370672245052253,"8","ATG3"
"YBX1.2",1.95223745175325e-08,0.335595411198481,0.839,0.717,0.000466994720833895,"8","YBX1"
"IER5.2",2.64897486049089e-08,0.316019001940174,0.565,0.373,0.000633661276378026,"8","IER5"
"RPLP0.2",2.70910219643526e-08,-0.440977502587614,0.607,0.737,0.000648044336409279,"8","RPLP0"
"CAPZB.1",2.80613366075954e-08,0.297929269588606,0.655,0.457,0.00067125523299029,"8","CAPZB"
"CFL1.2",2.89003695378056e-08,0.293984099040743,0.905,0.752,0.000691325739713848,"8","CFL1"
"SYNGR2.1",3.88214902775542e-08,0.344422003042136,0.589,0.416,0.000928648868929374,"8","SYNGR2"
"ARHGDIB.2",3.9911538750991e-08,0.319084018068632,0.863,0.756,0.000954723918462455,"8","ARHGDIB"
